Username,Comment
@poojaiqra3828,Ye abhishek ko kisne hero banaya pata nahi
@meeradseckdiouman5173,"Sortit..dehors..toi aussi..
Xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx"
@meeradseckdiouman5173,"Tousxxclairfound dici..retournexxxxxxxxxxxxxx salmanxxxxretournexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxraniretournexxgovindaussiretournexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxfardeenaretournexxxxxxxxxxxxxxxxxxxxazaadxxxswalehaxxxretournexxxtirezxxxxxxxxxxxxxxxxxxxxxxxxxroboxxxretournexxxxxxxxginaxxxretournexxxzaffairexxxretournexxxrehanaxxxwillxxxretournexxxtarfiquexxxslamxxxxxretournexxxcassamretournexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxminaxxxkhaleckxxxnassemxxxxxxxxxxxxxxxxtattadxxxxxgalibaluxxxouixxxxxretournexxxxxxxxxxxxxxxxxxxxxxxxxxxurmilaxxxxajayxxxretournexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxavoslieuxxtropvilainxxxminaxxxxstpierrexxxxxxxxxxxxxxxxxxxxxxxxxxxxxxdispensairephoenix...
....
..maurice..."
@dinimeutia4597,I do really love this couple. They're chemistry is great.  Rani and Abhishek is perfect together 😍😍
@unnatitiwari4200,Nice.    Song
@lifeisnoteasy2026,wow rani is looking like karishma super dance
@anitasiwakoti5685,Rani is the best dancer
@daxashah1506,Nice timepass movie.Very entertaining n light.This movie inspired by Hollywood classic Bonnie n Clyde starring Warren Beaty n Faye Dunway base in real story.
@DarkExhibit11,old days..  ...
@arpitaroy8977,Abhishek is better dancer thn salman khan
@testmepc7018,AB is a pure form of Gandu !
@meghathakar2358,The lyrics Balle Balle on Sunday Sunday ruined my childhood.. now! 🤣😂😝
@hosseinazizjalali7637,"I love all types of music. It could be a pop, rock, traditional music or even a piece by Muzzart. I'm really thankful for this and enjoy life better with such innate sense that I've been blessed with since childhood. As for Indian music, I should admit the country has a tremendously enriched culture in this line of art which cannot go unnoticed, no matter where it is presented.  I'm certainly one of the admirers ..."
@hosseinazizjalali7637,"I love all types of music. It could be a pop, rock, traditional music or even a piece by Muzzart. I'm really thankful for this and enjoy life better with such innate sense that I've been blessed with since childhood. As for Indian music, I should admit the country has a tremendously enriched culture in this line of art which cannot go unnoticed, no matter where it is presented.  I'm certainly one of the admirers ..."
@saraortiz9306,Hello  soy Perú  name  Sara  yo  soy  fanaty  de hindú
@aashifshekh625,Rani mam is awesome love her
@somiahabib1379,Zarafa vs bakri
@lateefasra6520,Abhishek Bachchan super hit song my friend
@abhabhandari32,wow awsome I really really love it!!!
@kapilkaushik1589,I love Abhishek Bachhan.
@5minutehomeremediesafforda45,Prabhudeva ne kaha tha mere bad koi best dancer hoga to wh abhishek Bachchan hoga.... 😂😂🤣🤣🤣🤣🤣🤣🤣🤣
@rehanakhan2641,"I think Rani has danced  even better than Ash..kajra re kajra re...but unfortunately 
she dint get da popularity"
@paris8780,"So sad, They could have been the ULTIMATE couple and his movies would have been great! They had amazing Chemistry!"
@shabanaalikhan6123,Abhishek Bachchan gadha lg rha hai isme.... bakwaas...but song was nice... Rani asowm
@mahirholicvlogandfoodchall2401,just waiting for Bunty and Babli 2
@defaultaX,tem Algum Brasileiro ai?
@galinamuhamedova2275,Класс молодцы всё Ахбишик Баччан молодец
@ebhawesh,"0:50 
On the left of Abhishek.
Slow down the video and feel the dance of the dance king.
💔🔭💫"
@anweshamishra8698,Okay. No offense but Abhishek is a very very very bad dancer.
@Hahajajaja-z3k,I didn't see him in whole video
@pradeepkumar-ts8bd,Mast song ha ya my favourite song
@praggyab,"Reminds me of Fun n Food Village, Gurgaon all the time.
Our school used to take us there for picnic. 
😍❤️
And these songs used to play in the waterpark."
@priyadarshank1087,😍😍🥳🥳🥳🥳
@lokeshpaul8880,Ughh rani ❤️
@pratimamallik5712,Best dance song
@powpow1179,nice integration of Indian cinema with western music and Indian dancing with western magic. good job
@aestheticneoncreations9479,Abhishek's body language is looking awkward 😂
@adityaphadke,rani mukherjee in every of her song is damn sex bomb
@abdelimohamednadir8577,I like this song from Algeria 🇩🇿
@sagartomar1420,Composition yrrrrr❤❤❤❤❤
@sagartomar1420,Gulzar sahab❤👑
@laxmibansal2341,Im here to search shushant in beground dance but not able to find
@DeepakSharma-ty5ev,Abhishek Bachchan and Rani Mukherjee are the 3rd class artist in the Bollywood film industry.
@umairrafique2781,It was released in 2005 but Rani's dance steps and costumes are of 2030 ! OMG
@mranjannag1572,Daale Kya  !
@mranjannag1572,Good Evening Mom  ....
@shilpanian1576,Sushant Singh Rajput in the backgrund!
@21972012145525,"Whoever thought it was a good idea to put rani in the blue tube top strapless, plus jeans, while dancing must’ve been her enemy. She showed them...every move and expression is flawless despite no support!!! Poor abhiskih horrible costume"
@GBV5550,Rani Super Hot in this song.     Love For Rani💕💕
@abhinavpaul1502,Rani is such talented actress and a great dancer.
@ilovemyindia3269,Me to pichhe....susant shingh Rajput ko bhidme dhundne ayeethi...ekbar dekhne k liye....miss you susant 😢😢😢
@hussainahmed7551,"So Nice Dance & Song...🤗

Seen Date--> 20/06/2020
Time--> 20:12🤗"
@SaadAliArts,Rani is the most beautiful Indian actress ❤️❤️❤️❤️❤️
@SumitKumar-gx8rj,Rani moves soo attractive ☺️☺️
@divi207,Can anyone find Sushant Singh Rajput among the background dancers?
@vantekimmelstiel3810,Who came here to see SUSHANT SINGH RAJPUT AT BACK...😭💜💜💜🥰
@IamAChampion496,03:13 Sushant Singh Rajput ☹️😢
@amitmahato8273,rani murdered everyone in this scene....she absolutely slayed  :)
@TysonWithJeff,Just here to see a glimpse of Sushant Singh Rajput... Stop video at 3.13 and thanks me later...
@ayushgoswami8293,If someone finds Sushant in the song  please tell me.
@adititiwari2488,"0:50 , The guy on the left side of Abhishek is Sushant Singh Rajput 💕 Rest in peace sir💔💕"
@jiwankanwar7216,"This is our childhood memories
😢😢😢😢😢"
@pushpasaini6424,All time hit ....Rani Mukherjee....🌹🌹
@suyashsinghchouhan9809,It really give a goosebump. &  those were the days i was so happy for abhisheak.. He was really going on the top. ♥️💕😊
@999bappi,My first ever masturbation was after seeing rani on this song
@bashirjan3040,♦♠♣♥)(دوتا)(♦♠♣♥
@surriyajabeen2646,White people aren't the only one beautiful
@basantinag8132,Good Evening sir
@DeepakSharma-ty5ev,3rd class Heroin Rani Mukherjee.
@basantinag8132,Ki dala dun  ...
@basantinag8132,"Bhaiya Shidhika ko Remand main lo thukao  ,,, I mean from ladies police  ... Please bhaiya  ... Speak to Pram veer Singh  S.P Mumbai crime branch  ...."
@artipal8218,"Hats off Rani, you are dancing in heels so gracefully 👍on a glass floor"
@manjudhungana666,Naman
@artipal8218,"That's why I like Rani the most she do all the task so perfectly whether it is acting, dressing, dancing, comedy whatever 😆
She is an inspiration for me always"
@manjudhungana666,Naman
@VishnooChandra,"I’m glad that none of YRF’s songs post the 90s haven’t been remade!!
YRF>Dharma any day!!!"
@tumpabiswas8219,Rani di ho6a amar inspiration I love u rani di
@anjaliyadav-yz7cz,"how can someone jump so hard on heels ... if this isn't blowing your mind , m sorry to say nothing will !!!!!!!!!!!!!!!"
@anirbanmaity9948,🌹🌹🌹🌹🌹
@anirbanmaity9948,💐
@sundark9407,"Abhishek best dance,but choreography prabhu deva karta to better dance karta abhishek"
@dehlanshandirkayr6182,This so cringy yet super catchy
@insertnamehere5572,.
@susheelasusheela520,1.08-1.10look her movements in heels
@seethingthough2297,"My english teacher ---- examples of active and passive voice 

Me --- clap your hands everybody 
         Everybody just clap the hands 
              👏👏👏"
@ashishinfra4850,Stop
@ashishinfra4850,School management
@arbindkumarpuri6317,Abhishek bacchan omg seriously lol. I can't stop myself
@starlarlover,I don't know why but i cannot stand Abhishek Lol
@dhruvtrivedi1335,"Bunty aur Babli 2 is coming guys to ruin the awesomeness of part 1. Great songs , awesome chemistry nd most importantly a unique script is most likely gonna be torn into pieces. Oh boy not this movie 😔😔😔."
@pritikarajbanshi,"Absolutely love the song and the choreography, used to dance like crazy back in the childhood days 🤗❤️"
@kirtipandey1168,Favourite song of my  childhood.. used to watch it and dance....now watching it lockdown...kasam se maajja aa gya😍😍❣️❣️❣️
@amandhanuk6313,This song is so energetic
@tushar8524,Most underrated song.
@arnapurnasethi9229,Top energy..... Rani mam
@AlkaSingh-ui7et,I just watch this song to see Sushant Singh Rajput dancing at just right to Abhishek bacchan❤
@putriandini6594,Rani best dancer👌 she is multitalent
@chamalievidanaarachchi7866,I am literally watching anything on youtube where Rani appears in 😍
@Akshay1179,"Abhi dekhlo Abhishek ko... Itna mushkil moves pehle kabhi kiya hoga, aage nai karega"
@fatimaqueen8330,I liked they Marry with each other
@banajaswain3831,Abhishek was launched only because of Amitabh's son....there were would be thousands or lakhs people struggling in bollywood better than him....after giving series of flops without proper acting he is still in bollywood....one of nepotism biggest example...
@meeradseckdiouman5173,Tapper signed..ok thanks..j
@abhisheksaha007,Bengali rocks Rani Mukherjee
@Altaw33l,Madhuri dixit said in an interview the next best dancer after her was rani and this proves it
@jassisinghjassisingh4208,Rani mam. ... very. Nice.  ..and Abhishek. Sir Good...in this time
@usmanfarooq8659,Abkrcudbjongjdtdjdpdgsnoegjoegm
@sandeepsambre,"What a combination.
Shamak Davar + Abhishekh Bacchan"
@madhuridilipkumar1017,Respect to Rani for dancing excellent in heels.
@truth4u551,Hoi hoi hoi 😍😍😍 bet they weren't sober 🤦‍♀️🤣
@rezwanajahantonni7244,Abhishek bachchan lol dance lol
@sharadthakur8737,Nice song
@sharadthakur8737,Nice song
@arindamgupta9897,Good
@amritakanda3034,Beautiful song ❤️❤️
@arnapurnasethi9229,Rani mam rocks👾👾👾👾👾👾👾
@taraadhikari1111,If they were a married couple things would look different for Abishek. Aishwarya overshadowed him in every possible way! He now just seems like a big father's son and worl beauty's wife which declines his public appearance inspite of having some good acting skills. Atleast better than Akshya Kumar and others.
@vighneshvikram2302,1:50 is that sonu sood? 😨😱
@taty963,Here to spot Sushant Singh Rajput
@umairrafique2781,"In the era of racism when white color was a symbol of beauty , Rani beated it with her dusky complexion and renewed beauty standards !
Thanks for that much likes."
@meeradseckdiouman5173,🔰🎩DAD...🔚🔚🔚🔚♎👔
@tannyhasan787,"*LOVELY SOING,  BEAUTIFUL DEANCE,  LOVELY SISTER,  BEAUTIFUL SISTER,  HOT SISTER,  GOD BLESS YOU ALL,  SUPER TOPPER MOVIE 😊*"
@drfkm,I thought Justin Trudeau appeared for some seconds lol
@Kanchanpathak753,Rani's white costume is just fab
@pijushpramanik2804,🤩🤩
@amberafzal8693,Nice  dance
@bhavanikodey,Abhishek's costumes make him look like a cartoon
@عاشقةرابابوحاتم,😍😍😍
@ameyasangekar5101,One of my favourite song since childhood .
@alaaalghashm7,الي يسمعا ب ٢٠٢٠ يحط لايك
@eucalyptusdavilla2792,I Don't know why but I felt background dancers possessed more energy.
@uqbaanzkhan,"2020!💯💯❤️❤️
Who's listening and really enjoying the song(not the video) 😁
I don't hate Abhishek but ..... Woah! What is he doing here or is there a costume mistake? 😂😂"
@SuperAbhijeet86,Abhisheks dancing skills is worse.. Although Rani is Great
@zainabsyedjuma4918,"LOVE FROM 🇦🇺💓💻🎧❤

🇮🇳👸😚"
@trishanagle6070,Who all r listening this song in Corona lockdown 2020 ??😷😊
@thetruth2108,I am the 600th Comment
@sanazaidi8207,Choreography toh pehle hoti thi literally just look at this song every step is amazing or ab to choreography k naam pr circus hota hai or log use hi dance samajhte hai..
@jobangharekhan2601,Abhishek 🤣😂😂
@rohansunny1107,Rani is one of rare breeds of bollywood who didn't have the height of good looks but her charm and acting proved herself as a good star in bollywood
@Brandon-md8iw,I wonder where  Abhishek would be if his father wasn’t big B 😂😂😂😂😂
@kailin1396,Abhishek is cringey af😂😂😂
@douja8212,A classic 👌🏻👌🏻🔥
@jalalbaloch1998,Abhishek😂kia kar raha hai ye dance tu nahi lag raha
@theinternationalpoetry8584,Kajol Karishma rani urmila arshwiriya Raveena
@srinivasraman6775,Who's watching in 2020 April 8
@lakshithamadushan7509,Rani is very beautifull girl.
@lakshithamadushan7509,Rani is very beautifull girl.
@polyglottria,2 mysteries about this song: Who is the guy at 1:57?  Why It is the same set of the end of the movie if it was Babli' imagination?
@e-life5182,Rani outfits just makes her LOOK like an REAL QUEEN 👸
@mohamedamineriahi8364,😍😍😍😍😍😍
@tinah5378,"Gosh it was exhaustive watching this song , too much dancing lol . Rani looks amazing though , Abhishek trying too hard poor guy"
@tanmoybiswas6481,abhishek the worst actor in the world
@baeirene3804,2005 was Rani's year!!
@namita_gaonkar,Quaratine life took me here . Back to old days ♥
@1994mihir,Piii I
@chiragrajvaniya2362,"Somya Raoh 
Hats off 🙌 to u
ur voice is amazing 👌
Purane songs p Remix banaane wali(Neha Kakkar)must attend ur lectures(kuch toh shikhna chahiye use apse)
Bunker saali 😏"
@npsatghare1,"Anyone listening to his in 2020 while suffering from house arrest, home sickness or so called quarantine time while being locked up then please hit like.. hahahahaha.."
@zeynepqueen2951,I love you Abhishek your so sweet and cute and this song you be so god 🤭
@shaktiman528,why high pitch?
@rezaulislam3115,Abhishek bacchan's dance- lol🙄
@AnanyaChattopadhyay09,"Bck then grt song sense
But poor dress sense.."
@aishwaryasrivastava3998,Omg rani in that white dress .... she just burn the dance flour
@dr.sabaahmed7653,Gundray
@uttambehera6720,Rani looking so sexy and beautiful 🔥🔥
@LylieRandale,Abishek has a clothes at leat and good one. Rani is half naked
@amitverma99999,"Rani's dance too good, aur jisne Abhishek pe kaam nahin Kiya, in logo ki wajah se Abhishek bada star nahin ban paya,he is capable, costume designer....jerks"
@theresiamaindoka9420,"If He Akshay Kumar, surely this film will be more successful. Many fans of Rani and Akshay kumar waiting for them to be able play movies together. Thank you"
@bhavikjadav8761,"No One
Literally No One

Iska Bhi Remake Banega"
@aryastark111,The first black costume of Rani is funny
@manviii8021,At first I was only watching rani in this song but after reading comments i replayed only to watch abhishek and dude he's literally so funny here 🤣🤣🤣 he is doing some next level dancing... lol
@shofnaakthar3651,Whoever chose Abhisheks costumes obviously doesn’t like him very much 😔
@salimamalek3309,Mareyesshemareramha
@blueballverve623,"nepotism. i think i should agree with kangana lol.otherwise how did such a waste actor like abhishek survived in the industry for many years ?take this song as an example. look at abhuishek's every close up shots (what is doing with his face). he is not well groomed to be an actor and look at his dance steps.looks like this actor took everything for an advance.he could have improved his dancing skills, or getting a good physique. Rani is responsible for giving both saif and abhishek a good break (Hum tum and this movie), both movies were hits at that time and rani was a big name then, till kareena stole the scene with Jab we met."
@TheYASHRAY,The song that gave rise to the reality show I believe.0
@TN-lt2qc,Only underwhelming thing in this song was Abhishek' s dance. Imagine Hrithik dance on this song   with rani.
@slc7740,"Oh sure, your dance floor in Delhi is burning up"
@cinta_rahmadhani8633,😍😘😘😘
@bablukajle7655,Super song
@raj7392,OMG ABHISHEK BACHCHAN????
@yunusbux6062,"PbzadL¥-? OPPO lz,ovx aLmz p"
@shrinivasbhat129,What's wrong with Abhisheks constume???
@senpai7616,I don't know why but aaaj chemistry ke paper ke  beech mein ye ganna yaad aa gya....😂😂🤦‍♂️🤦‍♂️
@rosaindica7896,"Suna hai BnB 2 aa raha hai. Isiliye saare original sun rhi us se pehle is gaane ki maa chodi jaye. 
Damn I love this song!! Iska remake mat karo na😭😭😭"
@yrf,#YRFnewreleases: Bunty Aur Babli 2 | Date Announcement - https://youtu.be/qmXbi6AkCuo
@dr.fakhar-ul-islam2297,Superb song.  Superb performance
@guptaji12373,Childhood memories what a song..😘😘👌
@maritzayrisbernalteran5648,Y me parece muy buena la canción
@maritzayrisbernalteran5648,Estoy practicando este baile
@robinbhure73,Abhishakh एक छुठ आया है.
@renuchaudhari2271,How is frivorat actors is rani mukarji like kare👍👍👍👍👍
@mdjoham4683,Rani ke smile very nice
@dilkibaat8950,Shaman  dabar choreography 👌👌
@RahulYadav-bj5em,Beautiful song
@bhagyaajith6194,In Gano ka maza Aaj k naye gano m kahan 😍❤90's kids ❤😍
@hk-vo6yt,"Juro que esta canción la estaba buscando con todo mi vida, porque me acordaba que esto lo había visto cuando estaba peque pero no me sabía el nombre ni nada."
@prodipagun7504,joss
@prodipagun7504,joss
@yogeshbhati5218,Hai my name is  kashish my heroine  bana jyati hu
@yogeshbhati5218,Rani mukerjee best
@yogeshbhati5218,5555699999991000000000
@yogeshbhati5218,Sabse best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best best bestheroine rani mukerjee
@mrusama9956,Kon kon tik tok se aya hai
@s.sarmadamer,This was the movie where Aishwariya stole the title of then-future Mrs. Abhishek Bachchan from Rani Mukherji 😛
@siamhossan4663,"osam song,,, I like it♥♥♥♥,,, & the dance is most attracted to everyone 👌👌👌👌👌👌"
@arashanasymlsinghthera8254,The Persian rocker
@nachiketmohta7072,Bc ye ganna accha hai par mere sarre dost merko ye naam se chidate te hai bc 😭✌
@nusratsarah4026,Very nice
@dariodiaz7692,Bellísima Rani como siempre 😍
@जियाक्रिस्टीना,"There's Rani looking sizzling and oozing of sex appeal and then Abi, with that dopey smile on his face omg he's ruining the song"
@salimamalek3309,Maastakorlujan
@salimamalek3309,Nastakorlojan
@nikitasatapathy995,Omg I was in 5th grade when this movie came out. They really don't make songs like this anymore.
@artsykun4122,I LOVE RANI!! She is such a great dancer man...
@ESTIsLaced,Why was this In my recommendation? I have no idea what they are saying I mean it’s catchy but idk what they are saying 😂🤷🏻‍♀️
@hw1501,Loved abhishek’s performance❤️mind=blown
@syedwaqar11,extreme top energy rani mukhergi
@afsansaifi2911,V. V. Nice
@afsansaifi2911,Nice song
@shumailmajeedi2497,Nics song
@Pallabi579,"Just for sushant singh rajput ❤what a transformation from background dancer to bollywood 100 cr club 2 movies plus very acclaimed actor.. 

Sushant ko dekhne ayi thi background me MARZI SIR (NACH BALIYE JUDGE, DID JUDGE) bhi deekh gaye

Proud of both of them.. 
❤❤❤❤❤"
@kamaljitbagha6213,1:52 who is that?
@kamaljitbagha6213,2020 anyone?
@kamaljitbagha6213,god i love this song!!!!!!!!!
@MostMukta-cf4hm,Hi I'm onek
@mjroy1285,Pubg level 2 vest😂
@ziauddinshuvo5023,Ye bhosdiwala hero banne ki kabil hi nahi hai. 1 character isko suit karta hai aur wo hai dostana me aur bol bacchan me chakke ka character.
@shivamdixit2528,Abhishek Bachchan  Bailya dance in  Ladies costume. 😂😂😂
@Serfcgbb,If this Abhishek sir makes a comeback then we'll definitely get to see him in movies more than in memes
@VGrve,I wish Abhishek had took same effort as Rani! What a waste of opportunity!
@mandyno5328,All People asking why they forced abishek to do dance like this. It would be different if its executed by hrithik roshan or shahid kapoor. I think the problem its not the coreographer but its just abishek cant dance. But yeah at the whole video i just focus on Rani
@nandakhedkar8892,😍😍😘
@dipankarb,Abhishek  toh ladki bante bante ladka ban gya ..sab dosh joya bachhan ki hain jo khud dayen jaisi behave karti hain public place mei
@lucifer4513,abishek is a great actor but rani steals his spotlight in this song
@jeetbhatt5986,I think Rani is the one of a very few in Bollywood who dances better than the background dancers.
@rodie7334,Abhisek 😆😆😆😆
@mimahmimah5265,rany perfec
@theresiamaindoka875,Next bunty aur babli 2. Saif ali khan and Rani.. Can't wait🤗🤗 my lovely funny couple
@abhijeetrajput3607,Best performance of abhishek
@shanin7694,never knew rani could dance so well! Tooooo good!
@fitribeti3410,Full movie pliss.🙏🙏
@sahrishmajeed8012,Gay lgraha hai
@rachidayamin4300,Kanmout 3likom
@yeliz7392,Hit like if you think abhishek is the worst dancer.
@hasanhabib6765,RANI IS NOW CO OWNER OF YRF AND I READ OR WATCH SOME REPORT THAT RANI WAS MAYBE THE CANDIDATE FOR WIFE OF AB
@abusaeam491,nice
@teamsaraalikhan95,Rani is one of the best dancers of bollywood 😍 it is difficult to dance like her in this video I mean look at the energy 🔥🔥
@jothipujari4336,Abhishek costume is really funny in this song😂 rani luking superb 😍😍
@jothipujari4336,I really don't understand wht is the meaning of song🤔n who has written this lyrics totally bakwaas😃😂
@kanchanpathak224,With those high heels she is dancing superb... OMG so graceful
@sachinmohaje5247,Nice...song...👌👌👍👍😳😳
@kamranlabib1590,She’s sizzling and energetic dancer
@OMEGANiru,Cool huh! 👍🏻
@ankushshetty,2005 Shaimak Davar Summer Funk memories 😭
@gauravmohapatra8637,"Kya udaya rani tumne mujhoko, sirf matki todne ko maan keh raha ye"
@brijeshdubey693,My favourite.songs.nach.baliye.
@PraachiEm,"Omg I can't stop laughing 😂😂😂😂😂😂 those moves, those costumes !! How come this was one of my fav as a kid 😂"
@QuikScopeCommandos,when the choreographer and stylist hate amitabh son 😂🤣😂
@abcdefghi9352,Hui
@suprotimdev8890,There is  a reason shankar sir is a legend🤗🥰
@dhannjayyadav682,Movie lod karo
@rezwanhossain5198,This song was so nice wow.....
@АйпериШайлообекова-о1з,Песня просто класс👍👍👍👍👍🔥
@girajjaga6907,Good
@architjaiswal2897,I grew up with this song. My childhood favourite song
@priyamohantiwari2068,Got goosebumps hearing this song..one of my childhood favourites..what energy man😊😊
@armandskalnins9962,Nice songs .
@ronu8872,Costume designer had previous beef with amitabh. got revenge with son costume
@pankajtudu6692,Wowwwww
@advsharotchandrasarkar9161,At last mil gaya😇😇. nahi tho nach baliya de kar search krne se bar bar nach baliye reality show arahahe hai🙄🙄🙄🙄
@dhanubhedase5468,My favourite song
@adityarao1720,Can anyone spot Sushant Singh Rajput ?
@yourseverything8823,I don't know the name of choreographer but he is one of best choreographer in the world
@yourseverything8823,"Best dance performance avishekh and Rani Mukerji
Best songs"
@mohammadahmad4346,نو هندي
@anupaborthakur646,Rani has s horrible figure
@dgsdzdfgds8339,wow Rani superb ur my favorite always😘😘😘😘😘😘😘😘😘
@vishwakiranacharya9122,The one dance abhisheki done wery well
@bhushanhastak,"Rani Mukherjee 
She's on  beat dancer and Perfect energy level
😁"
@TheMsm07,Poor Abhishak. Spoiled her work as well.
@dhanyachandrika782,G& I
@alphabetmim1421,"I was only 7 years old that time😍
Now-2019"
@alphabetmim1421,Anyone  2019??
@himanshisoni2885,My favorite song ❤️❤️
@Naiemkhalaf,Oh god Rani is so sexy love her ❤️
@nanddeepkaursidhu6977,Dance 😂😂😂
@shikha5311,love you Abhisekh
@pxd291,These films if released now would have got   huge business but they are memories which is more important ☺️☺️
@ankitaanand525,So 🔥
@veenasingh2224,I find susant singh rajput in dancerr
@baloch8004,Abhisheks moves lolllllll
@supunnadeeka8551,Anyone in 2019 september  ❤❤❤❤
@nilufayasmin9816,Abhishek Bachhan aise ikar ikar ke q dance karta hai .. but I love this song .. Rani you just nailed it 😉😊
@ravigupta-dz9nv,Love to hear this song on radio
@harishmayani1346,Super
@SaifAli-md6oo,Are they wearing Spandex
@ShahidHussain-vk7dz,Rani most beautiful dan.everytime
@psyched7409,This song is in rani's imagination.. that's why she only gave herself such nice costumes.
@salimamalek3309,Janubatkoroiloveuyess
@salimamalek3309,Mujsabatkorojansoresoremapkordo
@salimamalek3309,Yessmujsagaltehuehasoresoremujamapkordojan
@salimamalek3309,Yessmarojarakenaisleathoraaysajanusamjakoronamarejaniloveu
@salimamalek3309,Hjnmatumarehumatumarehusarpametumatamarjantume
@salimamalek3309,Januperaperasajaniloveutess
@kavitamasseysingh2640,Crazy for the rani mukherjee dance
@apurvarangoli,Rani mukherjee 🔥🔥🔥🔥🔥🔥
@naziraqasimova8991,👌👌👍👍💗💗💗💞💞💝
@masdeepsingh7806,Abhishek Bachan is looking soo gay 😂😂😂😂😂😂
@shikha5311,Rani ke jagah aishwarya ko hona chahiye tha
@shikha5311,Abhisekh bachhan kitana achha lg rha h💓💋
@LakhanBhartiye,Better performance rani mukharji and abhilekh bachhan
@salimamalek3309,Januperaperasajaniloveu
@salimamalek3309,Hjntummarahotummarahosarpametumaramarjantume
@salimamalek3309,Matumarehumatumarehusarptummarahoamarjantume
@salimamalek3309,Januperaperasajan
@saysay7322,My college time song....
@aidachiriticona3883,que lindo baile y musica y los actores
@جنانمحمدعلي-ز5ر,استغفر الله العظيم
@AP-ih1fr,"Stop saying all of Rani's outfits are good, only the last one is lol"
@هيونافلون,استغفرالله العظيم💛💛💛
@sonumurugesh6907,Rani Mukherjee dress and expression hot
@sulaymanesy5685,Classic for real
@missbochra8775,افضل أغنية عندي 😭😍
@Thechefy-cooking,in aug 2k19????? all the songs coming in given list down??
@biplobgoswami8913,kon kon ai song 2019dekh rhe ho???
@jcramirezrr.r9803,Rani is my most favorite Indian actress. Love her❤
@Leo19rash,When rani smiles you can’t look at anyone else so cute and abhishek oh my god why would you make him dance like that he looks stupid
@wajihahanif2019,i loved this song nach baliye
@salimamalek3309,Januperaperasajaniloveuyess
@salimamalek3309,Hjnmatumarehumatumarehusarptummarahoamarjantume
@salimamalek3309,Hjnmatumarehumatumarehusarptummarshoamarjantume
@salimamalek3309,Januperaperajaniloveuyess
@allinboss3743,Pahali bar Abhishek ne is movie me acha Kam Kiya tha
@keuriskakeu2764,The song is so good but there's something that doesn't fit here.. Like idk what is it?
@mahejabeenjabeen6987,So energetic song 😍
@noorhassana4925,Best dance and song 😀
@moumitapal8255,Rani is the Best dancer dance 💃
@jimpeace5843,Junior bachen super cool
@mohsenjaffri2001,Abhishek Bachchan doesn’t look like a actor nor does he look famous.
@misbahshaikh5069,Hm
@shreyashisengupta733,Rani Mukherjee is a superb performer
@shitpoop7196,Rani promoting body positivity since forever!!!!! 😭❤
@chiranjibroy7912,"Rani is super strom, whether Avishek bekar"
@ЛяззатКонысбекова-е2о,😘😘❤its amazing
@mdsultanahmedbepare908,"Kon kon soncho 2019 ea like kore bolo
🥰🥰🥰🥰🥰🥰🥰"
@jalpaacharya2842,Shiamak 💞💞💞💞 Always stunning choreography 💃
@salimamalek3309,Januperaperasajaniliveutess
@salimamalek3309,Hjnmatumarehumatumarehusarptummarahoamsrjantume
@RahulKumar-un5qe,My favorite song
@mukeshbharadwaj8305,"Abhishek is irratating actor

Eesako actor kehna bhi , actor word ka insult hai"
@kathybz01,August 2019 🇵🇪
@salimamalek3309,Hjnmatumarehumatumarehusarptummarahoamarjantume
@salimamalek3309,Januperaperajanuiloveyess
@harikrishnankr752,Choreo❤️
@rupashyam9756,This song including choreography is one powerful package.
@shivamtomar6143,Composition yrr🔥🔥🔥🔥
@shofnaakthar3651,Go Rani! She has amazing curves n so full of energy!! She is soo beautiful n looks amazing in the white costume 👍🏼
@salimamalek3309,Januperaperajaniloveuyess
@salimamalek3309,Hjntummarahotummarahosarpametumar
@summertummer2394,The same steps repeated again and again. This is not Shiamak GAY Davar's best choreography.
@jyoti-bp9rv,Old memories of this song
@AliKhan-yh6gl,Rani is looking not good means not hot
@kailashkumarkailashkumar8948,Kknarwal
@salimamalek3309,Hjntummarahosarptummaraho
@salimamalek3309,Januperaperajaniloveuyess
@shivamtomar6143,Who is here for gulzar sahab💕?
@superbgirl7731,2019 Awesome dance.Rani love you😘😘😘😘😘😘😘😘😘
@mariamgeorge2889,Abhishek chetan polichu. We danced to this 10 years ago. But never reached abhishek chettan's level of perfection
@hashtechandgames9769,Bc abhishek bachan dance karta hua funny lagta h🤣😂😁pata nai kyu lekin mujhe hansi aa jaati h abhishek bachan ko fance karta dekh chaahe koi sa b gaane video dekh lo jisme dance ho abhishek ka😁😁😂🤣
@salimamalek3309,Janumareperaperajaniloveuyess
@salimamalek3309,Yesstumeamarjansarpamartume
